room_id,temperature,humidity,decibel_level,hour,is_weekend,timestamp,ml_classification_status
esp32-room1,24.2,45.1,70.0,6,0,1373854,cukup_nyaman
esp32-room1,23.3,48.9,36.4,1,1,1374090,nyaman
esp32-room1,20.5,44.7,33.8,2,0,1374344,nyaman
esp32-room2,23.1,47.3,70.3,7,0,1374404,cukup_nyaman
esp32-room2,25.2,64.6,54.9,17,0,1374562,cukup_nyaman
esp32-room2,27.5,63.1,71.4,16,0,1374708,tidak_nyaman
esp32-room2,26.0,56.3,56.6,20,0,1374765,nyaman
esp32-room2,22.7,50.9,47.3,8,0,1374966,nyaman
esp32-room2,27.8,64.3,98.5,12,1,1375162,tidak_nyaman
esp32-room1,24.8,53.0,37.7,20,1,1375244,nyaman
esp32-room1,23.3,44.9,17.1,2,1,1375283,nyaman
esp32-room1,27.9,63.8,63.7,9,0,1375403,cukup_nyaman
esp32-room1,27.8,61.2,73.5,12,0,1375475,tidak_nyaman
esp32-room3,24.2,49.6,17.6,0,1,1375665,nyaman
esp32-room3,23.9,44.5,20.7,1,0,1375858,nyaman
esp32-room1,20.1,53.9,17.6,23,0,1376020,nyaman
esp32-room2,24.3,60.6,62.6,19,0,1376276,cukup_nyaman
esp32-room3,22.6,40.1,27.3,4,1,1376493,nyaman
esp32-room3,22.9,43.5,66.7,7,1,1376633,nyaman
esp32-room2,22.5,46.5,36.3,0,0,1376805,nyaman
esp32-room2,22.9,42.1,12.6,1,1,1376867,nyaman
esp32-room1,24.9,55.7,45.7,20,0,1377069,nyaman
esp32-room3,22.6,43.1,20.4,5,0,1377273,nyaman
esp32-room1,26.1,61.3,61.2,12,1,1377309,cukup_nyaman
esp32-room3,22.6,58.8,51.3,18,1,1377563,nyaman
esp32-room2,22.1,57.6,11.7,22,1,1377657,nyaman
esp32-room3,22.7,47.6,52.4,6,0,1377878,nyaman
esp32-room1,28.5,56.1,60.5,12,1,1377988,cukup_nyaman
esp32-room2,24.1,55.1,64.3,6,0,1378178,nyaman
esp32-room2,27.1,60.8,63.5,12,1,1378302,cukup_nyaman
esp32-room3,21.2,40.6,26.0,5,1,1378501,nyaman
esp32-room1,21.7,48.2,17.9,23,1,1378746,nyaman
esp32-room3,26.0,50.2,27.9,7,1,1378900,nyaman
esp32-room1,21.3,48.4,29.2,3,1,1378999,nyaman
esp32-room3,28.9,62.8,89.4,9,0,1379259,tidak_nyaman
esp32-room2,21.1,48.6,25.6,5,0,1379505,nyaman
esp32-room2,22.3,52.6,12.4,1,1,1379539,nyaman
esp32-room3,25.1,48.4,49.1,11,1,1379806,nyaman
esp32-room1,22.8,44.0,26.2,4,0,1379839,nyaman
esp32-room1,23.1,48.8,27.0,22,1,1379956,nyaman
esp32-room1,27.3,57.3,75.8,16,0,1380034,cukup_nyaman
esp32-room2,21.0,42.2,24.9,3,1,1380105,nyaman
esp32-room3,26.8,63.1,76.8,10,0,1380330,tidak_nyaman
esp32-room3,21.9,57.9,32.8,22,0,1380481,nyaman
esp32-room2,21.3,44.3,17.6,22,0,1380771,nyaman
esp32-room3,21.2,45.1,13.9,5,0,1380960,nyaman
esp32-room1,28.2,66.9,64.6,16,0,1381099,cukup_nyaman
esp32-room3,21.5,38.6,9.2,4,0,1381208,nyaman
esp32-room1,23.4,61.6,37.7,8,1,1381506,nyaman
esp32-room3,25.4,69.9,56.7,13,1,1381636,cukup_nyaman
esp32-room3,21.8,38.5,32.9,4,1,1381807,nyaman
esp32-room3,24.7,53.3,51.6,7,0,1382020,nyaman
esp32-room1,21.6,50.4,33.4,3,0,1382097,nyaman
esp32-room2,34.7,40.6,24.4,1,0,1382245,cukup_nyaman
esp32-room2,26.7,68.2,67.6,11,0,1382286,cukup_nyaman
esp32-room3,24.5,60.1,56.5,19,1,1382353,cukup_nyaman
esp32-room2,27.8,59.4,30.6,19,0,1382397,nyaman
esp32-room2,21.0,43.9,26.4,23,1,1382627,nyaman
esp32-room1,22.3,42.4,31.8,2,1,1382844,nyaman
esp32-room2,28.9,69.1,70.4,11,0,1383075,tidak_nyaman
esp32-room2,20.1,48.2,23.0,1,0,1383306,nyaman
esp32-room2,27.8,58.9,65.2,9,0,1383489,cukup_nyaman
esp32-room3,26.4,61.7,55.3,13,1,1383732,cukup_nyaman
esp32-room2,26.9,53.1,47.0,20,1,1383848,nyaman
esp32-room2,24.7,50.6,24.5,3,1,1384053,nyaman
esp32-room3,30.1,64.8,76.6,10,0,1384345,tidak_nyaman
esp32-room3,20.1,43.0,39.5,1,0,1384583,nyaman
esp32-room1,21.7,43.2,38.8,23,0,1384807,nyaman
esp32-room2,24.5,57.5,63.8,17,1,1385072,nyaman
esp32-room1,24.3,50.6,28.5,21,0,1385235,nyaman
esp32-room1,21.8,41.2,33.4,1,0,1385535,nyaman
esp32-room2,29.1,68.1,71.2,11,0,1385764,tidak_nyaman
esp32-room3,21.4,52.0,44.7,8,0,1385931,nyaman
esp32-room3,26.1,55.6,52.6,20,0,1386184,cukup_nyaman
esp32-room2,21.3,57.8,47.2,8,0,1386246,nyaman
esp32-room2,23.2,51.7,48.6,8,1,1386287,nyaman
esp32-room3,19.0,40.0,36.5,0,0,1386361,nyaman
esp32-room2,26.0,57.1,56.0,12,1,1386586,nyaman
esp32-room2,28.0,69.1,65.6,14,0,1386685,cukup_nyaman
esp32-room1,23.3,44.3,22.9,22,0,1386777,nyaman
esp32-room2,24.2,45.3,22.8,21,1,1387019,nyaman
esp32-room1,27.5,67.1,68.4,10,0,1387280,cukup_nyaman
esp32-room3,22.1,89.7,36.7,21,0,1387372,cukup_nyaman
esp32-room2,27.6,66.9,69.9,11,0,1387590,cukup_nyaman
esp32-room3,22.8,41.4,17.7,2,0,1387763,nyaman
esp32-room3,28.7,68.6,65.9,13,0,1387929,cukup_nyaman
esp32-room3,21.4,46.0,32.1,21,0,1387971,nyaman
esp32-room3,30.9,70.3,61.5,10,0,1388228,tidak_nyaman
esp32-room2,23.4,59.6,98.7,18,0,1388281,cukup_nyaman
esp32-room3,21.9,47.6,2.9,4,0,1388499,nyaman
esp32-room2,22.3,45.9,33.1,21,0,1388594,nyaman
esp32-room1,27.3,57.5,75.6,10,0,1388841,cukup_nyaman
esp32-room1,25.3,50.8,67.8,7,0,1389141,nyaman
esp32-room3,28.9,70.7,64.3,15,0,1389272,tidak_nyaman
esp32-room2,27.6,82.8,58.5,11,0,1389550,tidak_nyaman
esp32-room1,23.7,42.1,32.9,23,0,1389689,nyaman
esp32-room1,20.7,39.7,13.4,4,1,1389986,nyaman
esp32-room3,22.2,42.2,35.2,0,0,1390129,nyaman
esp32-room2,23.5,50.8,43.7,7,1,1390184,nyaman
esp32-room3,21.8,40.0,19.4,1,0,1390275,nyaman
esp32-room3,23.1,53.2,50.3,6,0,1390418,nyaman
esp32-room3,25.0,63.1,45.0,20,0,1390700,nyaman
esp32-room3,23.3,59.5,46.8,20,0,1390974,nyaman
esp32-room1,25.9,53.9,59.0,8,0,1391114,nyaman
esp32-room3,24.1,41.3,8.7,4,0,1391293,nyaman
esp32-room2,27.9,59.5,67.6,11,0,1391401,cukup_nyaman
esp32-room3,21.5,44.1,24.3,21,0,1391524,nyaman
esp32-room3,26.9,66.4,83.3,10,0,1391678,tidak_nyaman
esp32-room3,27.6,59.7,67.4,15,0,1391911,cukup_nyaman
esp32-room3,23.0,54.3,58.6,8,0,1392102,nyaman
esp32-room1,28.2,59.2,71.4,9,0,1392244,cukup_nyaman
esp32-room2,22.7,53.6,32.9,21,1,1392391,nyaman
esp32-room3,26.3,58.7,62.5,15,0,1392606,cukup_nyaman
esp32-room2,22.9,47.9,7.1,2,1,1392824,nyaman
esp32-room1,21.9,47.6,26.2,23,0,1392993,nyaman
esp32-room1,20.2,51.4,31.9,21,0,1393131,nyaman
esp32-room3,24.8,62.2,78.4,17,0,1393170,cukup_nyaman
esp32-room2,22.8,44.2,22.3,5,1,1393454,nyaman
esp32-room1,23.4,48.8,37.7,21,1,1393704,nyaman
esp32-room3,26.4,87.1,61.4,17,0,1393771,tidak_nyaman
esp32-room1,27.3,69.1,70.1,15,0,1394000,tidak_nyaman
esp32-room3,26.9,68.0,61.9,14,0,1394273,cukup_nyaman
esp32-room3,28.1,70.7,74.9,11,0,1394461,tidak_nyaman
esp32-room1,23.6,42.3,19.3,2,1,1394506,nyaman
esp32-room3,24.5,55.1,49.7,18,0,1394571,nyaman
esp32-room2,28.3,61.1,72.7,11,0,1394834,tidak_nyaman
esp32-room2,22.6,46.7,33.8,22,0,1395086,nyaman
esp32-room2,24.7,52.9,50.8,18,0,1395161,nyaman
esp32-room2,29.0,62.3,78.2,12,0,1395202,tidak_nyaman
esp32-room2,23.9,85.8,36.4,10,1,1395371,cukup_nyaman
esp32-room3,22.8,43.0,28.8,5,0,1395471,nyaman
esp32-room3,24.6,51.4,57.3,7,0,1395739,nyaman
esp32-room3,23.6,51.9,49.4,11,1,1395922,nyaman
esp32-room1,29.1,58.3,60.3,10,0,1396123,cukup_nyaman
esp32-room3,26.9,67.2,69.8,9,0,1396302,cukup_nyaman
esp32-room3,23.5,46.9,31.1,22,1,1396394,nyaman
esp32-room2,23.3,53.4,48.6,19,0,1396565,nyaman
esp32-room3,25.4,49.2,52.1,7,0,1396603,nyaman
esp32-room3,21.8,43.7,26.7,21,0,1396698,nyaman
esp32-room3,23.6,57.0,15.5,23,0,1396995,nyaman
esp32-room3,24.1,53.4,82.3,8,0,1397253,cukup_nyaman
esp32-room1,21.1,48.4,89.5,5,1,1397548,cukup_nyaman
esp32-room2,24.7,51.0,42.6,20,1,1397642,nyaman
esp32-room1,23.8,43.3,34.8,1,1,1397867,nyaman
esp32-room1,25.1,56.3,66.8,19,1,1397951,nyaman
esp32-room1,23.9,51.5,46.1,6,0,1398163,nyaman
esp32-room3,28.6,69.9,61.4,12,0,1398413,cukup_nyaman
esp32-room1,23.3,57.3,51.0,19,0,1398595,nyaman
esp32-room1,23.3,51.7,61.8,10,1,1398649,nyaman
esp32-room1,22.7,45.5,27.6,5,0,1398748,nyaman
esp32-room1,23.1,55.1,54.5,6,0,1398932,nyaman
esp32-room1,22.8,41.8,20.5,22,0,1399164,nyaman
esp32-room3,19.1,41.2,26.6,1,0,1399266,nyaman
esp32-room3,27.7,65.2,51.8,12,0,1399341,cukup_nyaman
esp32-room3,37.2,63.2,60.0,15,0,1399400,tidak_nyaman
esp32-room1,24.2,52.3,43.4,11,1,1399573,nyaman
esp32-room2,20.5,45.2,32.6,5,0,1399705,nyaman
esp32-room1,19.5,41.9,15.9,4,0,1399803,nyaman
esp32-room2,22.0,52.0,20.7,3,0,1400072,nyaman
esp32-room2,23.3,53.2,40.0,22,1,1400288,nyaman
esp32-room1,28.9,68.6,61.7,13,0,1400347,cukup_nyaman
esp32-room1,22.7,50.4,48.1,11,1,1400495,nyaman
esp32-room3,23.8,49.8,61.3,8,0,1400592,nyaman
esp32-room1,24.2,40.6,50.0,9,1,1400630,nyaman
esp32-room1,23.2,42.4,21.8,5,0,1400884,nyaman
esp32-room3,23.8,49.3,46.5,8,0,1400966,nyaman
esp32-room2,19.8,46.2,15.4,22,0,1401089,nyaman
esp32-room2,24.9,48.2,40.6,11,1,1401344,nyaman
esp32-room1,26.2,59.4,67.0,15,0,1401394,cukup_nyaman
esp32-room3,27.7,59.9,80.9,10,0,1401554,cukup_nyaman
esp32-room3,22.8,42.5,13.9,4,0,1401623,nyaman
esp32-room1,21.1,46.1,26.3,2,1,1401915,nyaman
esp32-room1,35.3,49.4,49.6,11,1,1401970,cukup_nyaman
esp32-room2,19.6,46.8,2.3,1,0,1402180,nyaman
esp32-room1,23.6,52.9,51.1,19,0,1402266,nyaman
esp32-room2,22.9,47.9,32.3,5,1,1402426,nyaman
esp32-room1,27.1,60.8,62.8,14,1,1402546,cukup_nyaman
esp32-room2,21.5,48.0,15.1,21,0,1402674,nyaman
esp32-room1,20.7,37.1,22.0,0,0,1402713,nyaman
esp32-room2,27.9,56.6,65.1,16,0,1402749,cukup_nyaman
esp32-room2,22.7,44.3,14.4,5,0,1402815,nyaman
esp32-room3,26.1,67.2,83.2,10,0,1402938,tidak_nyaman
esp32-room2,22.7,55.4,19.3,21,0,1403062,nyaman
esp32-room2,26.4,61.0,69.4,15,0,1403170,cukup_nyaman
esp32-room1,27.7,66.4,73.6,12,0,1403280,tidak_nyaman
esp32-room1,20.9,52.2,27.9,3,0,1403520,nyaman
esp32-room1,24.2,61.1,47.5,18,1,1403787,nyaman
esp32-room3,20.3,42.5,16.1,4,0,1403968,nyaman
esp32-room3,22.6,45.0,16.8,5,0,1404171,nyaman
esp32-room1,23.3,51.6,35.3,23,1,1404221,nyaman
esp32-room1,25.5,52.7,51.8,17,1,1404341,nyaman
esp32-room1,21.7,45.8,17.4,5,1,1404428,nyaman
esp32-room3,22.5,40.3,0.0,4,0,1404462,nyaman
esp32-room1,20.7,40.9,18.8,3,0,1404691,nyaman
esp32-room2,22.4,38.9,27.6,4,0,1404978,nyaman
esp32-room2,27.3,54.5,66.9,16,0,1405206,cukup_nyaman
esp32-room3,28.0,58.1,78.3,12,0,1405387,cukup_nyaman
esp32-room3,25.9,60.8,64.3,19,1,1405508,cukup_nyaman
esp32-room1,21.9,46.4,22.6,0,1,1405595,nyaman
esp32-room2,28.6,66.5,59.8,16,0,1405682,cukup_nyaman
esp32-room1,22.9,59.5,38.9,19,0,1405854,nyaman
esp32-room3,22.4,41.2,12.2,3,0,1405894,nyaman
esp32-room1,34.7,60.4,58.2,13,1,1406024,tidak_nyaman
esp32-room3,23.3,51.4,52.5,10,1,1406055,nyaman
esp32-room2,28.3,62.0,84.9,10,0,1406085,tidak_nyaman
esp32-room2,19.8,50.8,13.0,5,0,1406146,nyaman
esp32-room1,26.8,59.7,56.7,17,0,1406292,cukup_nyaman
esp32-room1,23.8,55.5,48.6,6,0,1406426,nyaman
esp32-room1,28.4,64.0,70.0,13,0,1406662,tidak_nyaman
esp32-room1,22.0,44.1,30.1,3,0,1406747,nyaman
esp32-room1,24.3,55.9,64.5,6,0,1406855,nyaman
esp32-room1,29.1,61.7,59.3,16,0,1407121,tidak_nyaman
esp32-room3,20.5,43.4,32.1,2,0,1407358,nyaman
esp32-room2,20.8,41.5,13.2,3,0,1407577,nyaman
esp32-room3,26.2,52.0,59.4,20,1,1407645,cukup_nyaman
esp32-room3,26.0,51.1,52.8,19,1,1407932,nyaman
esp32-room3,22.9,58.8,43.8,18,1,1408216,nyaman
esp32-room1,20.3,51.4,19.1,0,0,1408446,nyaman
esp32-room2,26.0,63.6,66.3,12,0,1408546,cukup_nyaman
esp32-room2,27.3,61.0,64.8,9,0,1408659,cukup_nyaman
esp32-room2,24.8,61.2,39.1,19,0,1408758,nyaman
esp32-room3,20.0,38.7,23.8,0,0,1408998,nyaman
esp32-room2,29.2,66.7,65.2,9,0,1409262,tidak_nyaman
esp32-room2,26.1,61.9,72.4,15,0,1409437,tidak_nyaman
esp32-room2,27.6,65.1,53.2,16,1,1409591,cukup_nyaman
esp32-room2,27.0,65.4,62.5,16,0,1409675,cukup_nyaman
esp32-room2,24.1,56.3,42.3,18,0,1409968,nyaman
esp32-room2,29.9,67.0,71.1,10,0,1410014,tidak_nyaman
esp32-room1,28.2,82.7,48.7,14,0,1410173,cukup_nyaman
esp32-room2,22.7,60.2,55.1,7,0,1410300,cukup_nyaman
esp32-room3,26.2,65.7,66.3,10,0,1410572,cukup_nyaman
esp32-room2,21.8,51.1,24.7,23,0,1410723,nyaman
esp32-room1,27.6,51.4,65.3,14,1,1410952,cukup_nyaman
esp32-room3,25.2,62.3,39.1,18,0,1411086,nyaman
esp32-room1,27.6,66.2,71.3,11,0,1411266,tidak_nyaman
esp32-room2,23.0,39.4,19.8,1,0,1411305,nyaman
esp32-room3,28.3,67.0,60.7,15,1,1411439,cukup_nyaman
esp32-room2,21.7,48.1,29.0,22,0,1411624,nyaman
esp32-room2,26.1,53.5,48.9,19,1,1411859,nyaman
esp32-room2,23.1,39.9,34.8,1,1,1412054,nyaman
esp32-room2,28.5,63.4,84.5,13,0,1412176,tidak_nyaman
esp32-room1,27.2,65.8,90.5,10,0,1412356,tidak_nyaman
esp32-room2,22.1,52.0,47.4,8,0,1412552,nyaman
esp32-room2,26.0,54.7,49.9,19,0,1412700,nyaman
esp32-room3,21.5,45.1,29.7,0,1,1412782,nyaman
esp32-room1,25.8,63.2,52.6,19,0,1412906,cukup_nyaman
esp32-room1,23.4,41.0,21.1,2,0,1413173,nyaman
esp32-room2,26.1,45.1,42.7,8,1,1413380,nyaman
esp32-room3,21.5,49.2,30.0,21,0,1413587,nyaman
esp32-room1,29.6,66.6,74.4,10,0,1413867,tidak_nyaman
esp32-room2,28.0,63.5,94.0,14,0,1414029,tidak_nyaman
esp32-room2,24.3,45.3,57.4,8,0,1414241,nyaman
esp32-room1,26.7,54.2,60.7,16,0,1414331,cukup_nyaman
esp32-room2,24.2,47.8,15.2,22,0,1414509,nyaman
esp32-room3,24.2,54.7,50.2,10,1,1414754,nyaman
esp32-room1,21.6,42.9,14.5,2,0,1414877,nyaman
esp32-room2,25.5,62.8,73.0,16,0,1414996,cukup_nyaman
esp32-room2,25.9,59.5,55.9,6,0,1415187,nyaman
esp32-room3,23.3,49.3,12.3,5,1,1415384,nyaman
esp32-room3,28.2,64.6,63.0,16,1,1415596,cukup_nyaman
esp32-room2,22.9,59.8,42.0,6,0,1415819,nyaman
esp32-room1,28.0,63.8,70.4,12,0,1415956,tidak_nyaman
esp32-room2,22.8,51.2,44.2,19,1,1416160,nyaman
esp32-room1,35.7,56.2,47.0,18,0,1416364,cukup_nyaman
esp32-room2,21.1,44.4,36.4,0,1,1416437,nyaman
esp32-room3,21.2,37.4,22.6,21,0,1416617,nyaman
esp32-room2,27.2,56.7,60.1,16,1,1416881,cukup_nyaman
esp32-room3,18.9,36.4,13.9,5,0,1417162,cukup_nyaman
esp32-room2,24.2,60.9,60.4,18,0,1417218,cukup_nyaman
esp32-room1,26.3,59.9,51.1,14,1,1417285,cukup_nyaman
esp32-room1,27.6,67.1,75.9,17,0,1417483,tidak_nyaman
esp32-room3,21.5,58.5,48.4,8,0,1417618,nyaman
esp32-room2,20.3,43.4,16.7,5,0,1417663,nyaman
esp32-room1,27.9,65.1,56.4,10,0,1417734,cukup_nyaman
esp32-room3,36.7,58.6,66.8,15,1,1417849,cukup_nyaman
esp32-room1,24.6,60.3,50.0,18,0,1418096,cukup_nyaman
esp32-room2,24.0,48.5,46.9,7,0,1418136,nyaman
esp32-room3,20.7,53.6,26.1,23,0,1418230,nyaman
esp32-room3,22.0,81.9,25.6,23,0,1418502,cukup_nyaman
esp32-room2,25.6,48.3,49.8,10,1,1418562,nyaman
esp32-room3,27.7,54.5,64.5,17,0,1418661,cukup_nyaman
esp32-room2,26.7,60.4,62.9,14,1,1418945,cukup_nyaman
esp32-room1,28.8,68.3,73.5,12,0,1419180,tidak_nyaman
esp32-room3,25.1,50.3,56.1,11,1,1419380,nyaman
esp32-room3,29.4,68.0,68.9,13,0,1419581,tidak_nyaman
esp32-room2,25.2,47.5,49.7,7,0,1419670,nyaman
esp32-room1,22.1,55.8,59.1,7,0,1419822,nyaman
esp32-room2,27.2,64.3,65.8,14,0,1420045,cukup_nyaman
esp32-room2,23.6,54.7,40.6,7,1,1420286,nyaman
esp32-room1,22.6,40.6,16.3,3,1,1420481,nyaman
esp32-room3,25.8,63.4,79.2,10,0,1420702,cukup_nyaman
esp32-room1,21.9,46.8,27.9,21,1,1420841,nyaman
esp32-room1,25.9,62.0,68.7,15,1,1421003,cukup_nyaman
esp32-room3,21.4,39.8,23.1,3,1,1421141,nyaman
esp32-room1,25.4,53.0,37.9,18,0,1421172,nyaman
esp32-room3,28.1,52.3,56.4,16,1,1421462,cukup_nyaman
esp32-room2,28.0,61.3,75.6,10,0,1421660,tidak_nyaman
esp32-room3,26.3,65.1,72.0,14,0,1421790,tidak_nyaman
esp32-room1,29.0,55.5,86.0,13,0,1421958,cukup_nyaman
esp32-room3,21.3,46.8,38.6,1,0,1422255,nyaman
esp32-room1,22.3,50.7,54.7,6,0,1422404,nyaman
esp32-room1,23.9,54.9,69.7,15,0,1422438,nyaman
esp32-room3,23.0,43.7,13.6,3,1,1422479,nyaman
esp32-room1,27.9,67.1,76.7,12,0,1422529,tidak_nyaman
esp32-room2,22.6,42.8,26.8,5,1,1422789,nyaman
esp32-room2,24.2,50.1,42.0,8,1,1423072,nyaman
esp32-room3,21.8,51.1,29.1,22,0,1423140,nyaman
esp32-room1,23.0,44.6,22.6,22,0,1423243,nyaman
esp32-room1,27.3,61.7,63.7,17,0,1423472,cukup_nyaman
esp32-room2,23.5,54.9,50.8,18,0,1423755,nyaman
esp32-room2,21.3,47.0,28.9,5,0,1423999,nyaman
esp32-room1,23.9,57.5,51.7,19,1,1424249,nyaman
esp32-room1,23.7,52.2,46.6,6,0,1424307,nyaman
esp32-room1,21.1,38.2,12.2,1,0,1424549,nyaman
esp32-room3,24.2,58.2,48.1,18,1,1424822,nyaman
esp32-room3,21.4,46.5,23.4,1,0,1424858,nyaman
esp32-room1,23.1,50.9,55.0,6,0,1424970,nyaman
esp32-room1,24.7,57.0,40.5,17,1,1425241,nyaman
esp32-room1,27.4,63.6,67.0,15,0,1425414,cukup_nyaman
esp32-room3,20.6,45.9,20.0,3,0,1425479,nyaman
esp32-room2,27.0,65.0,85.9,14,0,1425663,tidak_nyaman
esp32-room2,22.6,44.9,24.1,4,0,1425700,nyaman
esp32-room1,24.3,50.3,72.3,6,0,1425738,cukup_nyaman
esp32-room3,24.0,50.2,15.2,23,1,1425860,nyaman
esp32-room2,22.9,48.3,50.1,6,0,1425956,nyaman
esp32-room2,24.3,49.8,51.2,20,0,1425998,nyaman
esp32-room3,33.5,46.7,41.2,11,1,1426084,cukup_nyaman
esp32-room2,26.9,55.3,57.5,17,0,1426334,cukup_nyaman
esp32-room3,21.6,51.3,16.9,22,0,1426583,nyaman
esp32-room3,21.2,44.9,27.6,4,0,1426617,nyaman
esp32-room3,27.7,65.2,72.0,9,0,1426692,tidak_nyaman
esp32-room3,20.7,39.4,25.6,1,1,1426765,nyaman
esp32-room2,19.9,47.7,21.6,1,0,1426898,nyaman
esp32-room2,19.2,40.7,14.3,23,0,1427045,nyaman
esp32-room2,25.8,63.7,74.0,16,0,1427345,cukup_nyaman
esp32-room2,38.0,67.4,83.7,13,0,1427477,tidak_nyaman
esp32-room3,36.8,45.1,42.2,21,0,1427508,cukup_nyaman
esp32-room1,25.2,52.0,49.3,17,1,1427744,nyaman
esp32-room2,21.9,44.8,11.4,3,1,1427820,nyaman
esp32-room1,26.7,60.3,58.3,12,1,1427897,cukup_nyaman
esp32-room2,20.5,40.7,31.0,23,0,1428162,nyaman
esp32-room3,22.6,40.2,26.5,1,0,1428345,nyaman
esp32-room3,23.8,41.2,11.3,2,0,1428500,nyaman
esp32-room1,24.6,59.3,30.4,19,1,1428642,nyaman
esp32-room1,21.3,41.0,2.6,3,0,1428715,nyaman
esp32-room2,25.9,51.4,47.4,19,1,1429001,nyaman
esp32-room1,28.1,65.6,62.5,9,0,1429066,cukup_nyaman
esp32-room2,22.4,49.3,53.1,7,1,1429288,nyaman
esp32-room3,23.0,60.2,53.8,8,0,1429345,cukup_nyaman
esp32-room1,36.5,44.4,36.4,4,1,1429421,cukup_nyaman
esp32-room3,20.7,40.1,8.8,4,0,1429527,nyaman
esp32-room2,25.8,55.2,73.7,16,1,1429723,cukup_nyaman
esp32-room1,27.5,63.0,64.6,11,0,1429985,cukup_nyaman
esp32-room1,24.7,46.0,28.0,2,1,1430086,nyaman
esp32-room3,19.8,42.2,30.4,3,0,1430283,nyaman
esp32-room2,27.4,60.7,57.4,9,0,1430329,cukup_nyaman
esp32-room1,21.7,47.1,17.8,5,0,1430483,nyaman
esp32-room3,22.2,51.3,27.4,2,1,1430602,nyaman
esp32-room1,18.2,39.0,17.9,4,0,1430647,cukup_nyaman
esp32-room3,26.7,61.9,63.8,17,0,1430899,cukup_nyaman
esp32-room2,24.2,43.5,23.1,23,1,1431085,nyaman
esp32-room3,23.8,49.1,23.9,4,1,1431268,nyaman
esp32-room2,21.9,45.1,20.6,0,0,1431402,nyaman
esp32-room3,22.6,43.8,27.4,4,0,1431474,nyaman
esp32-room2,28.4,70.3,65.6,17,0,1431738,tidak_nyaman
esp32-room3,26.0,64.7,72.2,12,0,1431982,cukup_nyaman
esp32-room3,29.9,62.1,87.1,11,0,1432051,tidak_nyaman
esp32-room3,27.3,67.6,65.1,13,0,1432219,cukup_nyaman
esp32-room3,27.9,56.8,54.9,14,0,1432267,cukup_nyaman
esp32-room2,20.7,45.2,13.6,3,0,1432451,nyaman
esp32-room1,25.4,44.5,42.6,10,1,1432674,nyaman
esp32-room3,23.0,47.1,30.9,3,1,1432833,nyaman
esp32-room3,28.5,67.6,72.3,11,0,1433004,tidak_nyaman
esp32-room2,21.3,44.2,16.3,2,0,1433286,nyaman
esp32-room1,20.2,43.1,31.9,2,0,1433431,nyaman
esp32-room2,28.0,57.0,72.0,9,0,1433494,cukup_nyaman
esp32-room3,25.5,52.3,56.1,18,0,1433533,nyaman
esp32-room2,21.4,46.5,19.8,3,0,1433752,nyaman
esp32-room2,22.1,54.1,34.2,23,1,1433987,nyaman
esp32-room1,24.2,50.0,22.5,23,0,1434139,nyaman
esp32-room2,22.2,38.9,10.2,22,1,1434200,nyaman
esp32-room3,27.3,47.9,54.9,19,1,1434255,cukup_nyaman
esp32-room1,24.2,50.1,39.4,8,1,1434408,nyaman
esp32-room1,29.7,61.9,54.3,15,0,1434650,tidak_nyaman
esp32-room1,23.0,39.5,23.5,3,0,1434861,nyaman
esp32-room3,21.0,43.5,13.9,1,0,1435036,nyaman
esp32-room3,26.5,65.4,69.0,16,0,1435290,cukup_nyaman
esp32-room2,27.0,61.0,63.5,16,1,1435405,cukup_nyaman
esp32-room3,26.9,62.0,70.8,14,0,1435551,tidak_nyaman
esp32-room2,28.0,60.7,61.2,13,1,1435637,cukup_nyaman
esp32-room3,22.1,46.0,8.9,4,0,1435863,nyaman
esp32-room2,20.4,39.5,18.0,3,0,1435913,nyaman
esp32-room2,28.7,55.5,79.3,17,0,1436130,cukup_nyaman
esp32-room2,27.1,64.4,66.0,16,0,1436310,cukup_nyaman
esp32-room1,21.8,47.9,28.3,4,0,1436359,nyaman
esp32-room2,30.9,57.7,67.1,12,0,1436630,cukup_nyaman
esp32-room1,26.5,58.6,53.7,14,0,1436846,cukup_nyaman
esp32-room3,22.2,45.1,21.4,4,0,1437084,nyaman
esp32-room2,29.2,87.8,77.3,12,0,1437246,tidak_nyaman
esp32-room1,23.5,50.2,43.2,6,0,1437389,nyaman
esp32-room3,25.9,51.3,50.2,17,1,1437636,nyaman
esp32-room3,21.7,45.4,13.6,2,0,1437741,nyaman
esp32-room1,20.1,48.5,21.1,2,0,1437919,nyaman
esp32-room2,21.6,53.0,71.0,7,0,1438117,cukup_nyaman
esp32-room1,22.4,46.0,27.0,2,0,1438402,nyaman
esp32-room2,19.8,37.6,25.9,4,1,1438649,cukup_nyaman
esp32-room1,22.5,50.9,56.5,7,0,1438718,nyaman
esp32-room2,25.6,65.8,68.0,10,0,1439002,cukup_nyaman
esp32-room3,23.9,53.9,47.3,11,1,1439268,nyaman
esp32-room1,26.9,63.3,60.8,12,1,1439487,cukup_nyaman
esp32-room2,26.7,62.2,68.4,14,0,1439548,cukup_nyaman
esp32-room3,28.2,62.7,76.2,11,0,1439695,tidak_nyaman
esp32-room2,37.4,48.5,18.0,1,0,1439876,cukup_nyaman
esp32-room1,27.8,65.6,54.7,16,0,1440102,cukup_nyaman
esp32-room1,21.0,51.0,17.3,5,1,1440362,nyaman
